id	sex	population	region	dataset
HG01680	M	IBS	EUR	KGP
HG01681	F	IBS	EUR	KGP
HG01682	M	IBS	EUR	KGP
HG01683	M	IBS	EUR	KGP
HG01684	F	IBS	EUR	KGP
HG01685	F	IBS	EUR	KGP
HG01686	M	IBS	EUR	KGP
HG01687	F	IBS	EUR	KGP
HG01694	M	IBS	EUR	KGP
HG01695	F	IBS	EUR	KGP
HG01696	M	IBS	EUR	KGP
HG01697	F	IBS	EUR	KGP
HG01698	M	IBS	EUR	KGP
HG01699	M	IBS	EUR	KGP
HG01700	M	IBS	EUR	KGP
HG01701	M	IBS	EUR	KGP
HG01702	F	IBS	EUR	KGP
HG01703	M	IBS	EUR	KGP
HG01704	F	IBS	EUR	KGP
HG01705	M	IBS	EUR	KGP
HG01706	F	IBS	EUR	KGP
HG01707	F	IBS	EUR	KGP
HG01708	M	IBS	EUR	KGP
HG01709	M	IBS	EUR	KGP
HG01710	F	IBS	EUR	KGP
HG01711	F	IBS	EUR	KGP
HG01746	F	IBS	EUR	KGP
HG01747	M	IBS	EUR	KGP
HG01748	M	IBS	EUR	KGP
HG01755	F	IBS	EUR	KGP
HG01756	M	IBS	EUR	KGP
HG01757	F	IBS	EUR	KGP
HG01761	M	IBS	EUR	KGP
HG01762	F	IBS	EUR	KGP
HG01763	F	IBS	EUR	KGP
HG01765	M	IBS	EUR	KGP
HG01766	F	IBS	EUR	KGP
HG01767	M	IBS	EUR	KGP
HG01768	F	IBS	EUR	KGP
HG01770	F	IBS	EUR	KGP
HG01771	M	IBS	EUR	KGP
HG01772	F	IBS	EUR	KGP
HG01773	F	IBS	EUR	KGP
HG01774	M	IBS	EUR	KGP
HG01775	M	IBS	EUR	KGP
HG01776	F	IBS	EUR	KGP
HG01777	M	IBS	EUR	KGP
HG01778	M	IBS	EUR	KGP
HG01779	F	IBS	EUR	KGP
HG01780	M	IBS	EUR	KGP
HG01781	M	IBS	EUR	KGP
HG01782	F	IBS	EUR	KGP
HG01783	M	IBS	EUR	KGP
HG01784	F	IBS	EUR	KGP
HG01785	M	IBS	EUR	KGP
HG01786	F	IBS	EUR	KGP
HG01789	M	GBR	EUR	KGP
HG01790	F	GBR	EUR	KGP
HG01791	M	GBR	EUR	KGP
HG01794	F	CDX	EAS	KGP
HG01795	F	CDX	EAS	KGP
HG01796	F	CDX	EAS	KGP
HG01797	F	CDX	EAS	KGP
HG01798	F	CDX	EAS	KGP
HG01799	F	CDX	EAS	KGP
HG01800	F	CDX	EAS	KGP
HG01801	F	CDX	EAS	KGP
HG01802	F	CDX	EAS	KGP
HG01804	F	CDX	EAS	KGP
HG01805	F	CDX	EAS	KGP
HG01806	F	CDX	EAS	KGP
HG01807	F	CDX	EAS	KGP
HG01808	F	CDX	EAS	KGP
HG01809	F	CDX	EAS	KGP
HG01810	M	CDX	EAS	KGP
HG01811	M	CDX	EAS	KGP
HG01812	F	CDX	EAS	KGP
HG01813	F	CDX	EAS	KGP
HG01815	F	CDX	EAS	KGP
HG01816	M	CDX	EAS	KGP
HG01817	F	CDX	EAS	KGP
HG01840	M	KHV	EAS	KGP
HG01841	F	KHV	EAS	KGP
HG01842	M	KHV	EAS	KGP
HG01843	F	KHV	EAS	KGP
HG01844	M	KHV	EAS	KGP
HG01845	F	KHV	EAS	KGP
HG01846	M	KHV	EAS	KGP
HG01847	F	KHV	EAS	KGP
HG01848	F	KHV	EAS	KGP
HG01849	M	KHV	EAS	KGP
HG01850	F	KHV	EAS	KGP
HG01851	F	KHV	EAS	KGP
HG01852	M	KHV	EAS	KGP
HG01853	F	KHV	EAS	KGP
HG01855	F	KHV	EAS	KGP
HG01857	F	KHV	EAS	KGP
HG01858	F	KHV	EAS	KGP
HG01859	F	KHV	EAS	KGP
HG01860	M	KHV	EAS	KGP
HG01861	M	KHV	EAS	KGP
HG01862	F	KHV	EAS	KGP
HG01863	F	KHV	EAS	KGP
HG01864	M	KHV	EAS	KGP
HG01865	M	KHV	EAS	KGP
HG01866	M	KHV	EAS	KGP
HG01867	M	KHV	EAS	KGP
HG01868	F	KHV	EAS	KGP
HG01869	F	KHV	EAS	KGP
HG01870	F	KHV	EAS	KGP
HG01871	F	KHV	EAS	KGP
HG01872	M	KHV	EAS	KGP
HG01873	M	KHV	EAS	KGP
HG01874	F	KHV	EAS	KGP
HG01878	F	KHV	EAS	KGP
HG01879	M	ACB	AFR	KGP
HG01880	F	ACB	AFR	KGP
HG01881	F	ACB	AFR	KGP
HG01882	M	ACB	AFR	KGP
HG01883	F	ACB	AFR	KGP
HG01884	F	ACB	AFR	KGP
HG01885	M	ACB	AFR	KGP
HG01886	F	ACB	AFR	KGP
HG01887	M	ACB	AFR	KGP
HG01888	M	ACB	AFR	KGP
HG01889	F	ACB	AFR	KGP
HG01890	M	ACB	AFR	KGP
HG01891	F	ACB	AFR	KGP
HG01892	M	PEL	AMR	KGP
HG01893	F	PEL	AMR	KGP
HG01894	F	ACB	AFR	KGP
HG01895	M	ACB	AFR	KGP
HG01896	F	ACB	AFR	KGP
HG01897	M	ACB	AFR	KGP
HG01898	F	PEL	AMR	KGP
HG01912	M	ACB	AFR	KGP
HG01914	M	ACB	AFR	KGP
HG01915	F	ACB	AFR	KGP
HG01916	F	ACB	AFR	KGP
HG01917	M	PEL	AMR	KGP
HG01918	F	PEL	AMR	KGP
HG01919	F	PEL	AMR	KGP
HG01920	M	PEL	AMR	KGP
HG01921	F	PEL	AMR	KGP
HG01922	F	PEL	AMR	KGP
HG01923	M	PEL	AMR	KGP
HG01924	F	PEL	AMR	KGP
HG01925	F	PEL	AMR	KGP
HG01926	M	PEL	AMR	KGP
HG01927	F	PEL	AMR	KGP
HG01928	M	PEL	AMR	KGP
HG01932	M	PEL	AMR	KGP
HG01933	F	PEL	AMR	KGP
HG01934	M	PEL	AMR	KGP
HG01935	M	PEL	AMR	KGP
HG01936	F	PEL	AMR	KGP
HG01937	M	PEL	AMR	KGP
HG01938	M	PEL	AMR	KGP
HG01939	F	PEL	AMR	KGP
HG01940	F	PEL	AMR	KGP
HG01941	M	PEL	AMR	KGP
HG01942	F	PEL	AMR	KGP
HG01943	M	PEL	AMR	KGP
HG01944	M	PEL	AMR	KGP
HG01945	F	PEL	AMR	KGP
HG01946	M	PEL	AMR	KGP
HG01947	M	PEL	AMR	KGP
HG01948	F	PEL	AMR	KGP
HG01949	F	PEL	AMR	KGP
HG01950	M	PEL	AMR	KGP
HG01951	F	PEL	AMR	KGP
HG01952	M	PEL	AMR	KGP
HG01953	M	PEL	AMR	KGP
HG01954	F	PEL	AMR	KGP
HG01955	F	PEL	AMR	KGP
HG01956	F	ACB	AFR	KGP
HG01958	F	ACB	AFR	KGP
HG01959	F	ACB	AFR	KGP
HG01960	F	ACB	AFR	KGP
HG01961	M	PEL	AMR	KGP
HG01965	F	PEL	AMR	KGP
HG01967	M	PEL	AMR	KGP
HG01968	F	PEL	AMR	KGP
HG01969	F	PEL	AMR	KGP
HG01970	M	PEL	AMR	KGP
HG01971	F	PEL	AMR	KGP
HG01972	F	PEL	AMR	KGP
HG01973	F	PEL	AMR	KGP
HG01974	M	PEL	AMR	KGP
HG01975	F	PEL	AMR	KGP
HG01976	F	PEL	AMR	KGP
HG01977	M	PEL	AMR	KGP
HG01978	F	PEL	AMR	KGP
HG01979	M	PEL	AMR	KGP
HG01980	F	PEL	AMR	KGP
HG01981	F	PEL	AMR	KGP
HG01982	M	PEL	AMR	KGP
HG01983	F	PEL	AMR	KGP
HG01984	M	PEL	AMR	KGP
HG01985	F	ACB	AFR	KGP
HG01986	M	ACB	AFR	KGP
HG01987	M	ACB	AFR	KGP
HG01988	M	ACB	AFR	KGP
HG01989	F	ACB	AFR	KGP
HG01990	M	ACB	AFR	KGP
HG01991	M	PEL	AMR	KGP
HG01992	F	PEL	AMR	KGP
HG01993	F	PEL	AMR	KGP
HG01997	F	PEL	AMR	KGP
HG01998	M	PEL	AMR	KGP
HG02002	M	PEL	AMR	KGP
HG02003	F	PEL	AMR	KGP
HG02004	F	PEL	AMR	KGP
HG02006	F	PEL	AMR	KGP
HG02008	M	PEL	AMR	KGP
HG02009	M	ACB	AFR	KGP
HG02010	F	ACB	AFR	KGP
HG02011	M	ACB	AFR	KGP
HG02012	F	ACB	AFR	KGP
HG02013	M	ACB	AFR	KGP
HG02014	M	ACB	AFR	KGP
HG02015	M	KHV	EAS	KGP
HG02016	F	KHV	EAS	KGP
HG02017	M	KHV	EAS	KGP
HG02018	F	KHV	EAS	KGP
HG02019	F	KHV	EAS	KGP
HG02020	M	KHV	EAS	KGP
HG02023	M	KHV	EAS	KGP
HG02024	F	KHV	EAS	KGP
HG02025	F	KHV	EAS	KGP
HG02026	M	KHV	EAS	KGP
HG02027	M	KHV	EAS	KGP
HG02028	F	KHV	EAS	KGP
HG02029	M	KHV	EAS	KGP
HG02030	M	KHV	EAS	KGP
HG02031	F	KHV	EAS	KGP
HG02032	M	KHV	EAS	KGP
HG02035	M	KHV	EAS	KGP
HG02040	M	KHV	EAS	KGP
HG02047	M	KHV	EAS	KGP
HG02048	F	KHV	EAS	KGP
HG02049	F	KHV	EAS	KGP
HG02050	M	KHV	EAS	KGP
HG02051	M	ACB	AFR	KGP
HG02052	F	ACB	AFR	KGP
HG02053	M	ACB	AFR	KGP
HG02054	F	ACB	AFR	KGP
HG02055	M	ACB	AFR	KGP
HG02056	M	KHV	EAS	KGP
HG02057	F	KHV	EAS	KGP
HG02058	M	KHV	EAS	KGP
HG02059	F	KHV	EAS	KGP
HG02060	F	KHV	EAS	KGP
HG02061	M	KHV	EAS	KGP
HG02064	M	KHV	EAS	KGP
HG02067	M	KHV	EAS	KGP
HG02068	F	KHV	EAS	KGP
HG02069	F	KHV	EAS	KGP
HG02070	M	KHV	EAS	KGP
HG02071	M	KHV	EAS	KGP
HG02072	F	KHV	EAS	KGP
HG02073	M	KHV	EAS	KGP
HG02074	M	KHV	EAS	KGP
HG02075	F	KHV	EAS	KGP
HG02076	M	KHV	EAS	KGP
HG02077	M	KHV	EAS	KGP
HG02078	F	KHV	EAS	KGP
HG02079	M	KHV	EAS	KGP
HG02080	F	KHV	EAS	KGP
HG02081	F	KHV	EAS	KGP
HG02082	M	KHV	EAS	KGP
HG02083	M	KHV	EAS	KGP
HG02084	F	KHV	EAS	KGP
HG02085	M	KHV	EAS	KGP
HG02086	F	KHV	EAS	KGP
HG02087	F	KHV	EAS	KGP
HG02088	M	KHV	EAS	KGP
HG02089	F	PEL	AMR	KGP
HG02090	M	PEL	AMR	KGP
HG02091	F	PEL	AMR	KGP
HG02095	F	ACB	AFR	KGP
HG02102	F	PEL	AMR	KGP
HG02104	M	PEL	AMR	KGP
HG02105	F	PEL	AMR	KGP
HG02106	F	PEL	AMR	KGP
HG02107	M	ACB	AFR	KGP
HG02108	F	ACB	AFR	KGP
HG02111	F	ACB	AFR	KGP
HG02113	F	KHV	EAS	KGP
HG02116	M	KHV	EAS	KGP
HG02120	M	KHV	EAS	KGP
HG02121	F	KHV	EAS	KGP
HG02122	M	KHV	EAS	KGP
HG02126	F	KHV	EAS	KGP
HG02127	F	KHV	EAS	KGP
HG02128	M	KHV	EAS	KGP
HG02129	M	KHV	EAS	KGP
HG02130	F	KHV	EAS	KGP
HG02131	M	KHV	EAS	KGP
HG02132	M	KHV	EAS	KGP
HG02133	F	KHV	EAS	KGP
HG02134	M	KHV	EAS	KGP
HG02135	M	KHV	EAS	KGP
HG02136	F	KHV	EAS	KGP
HG02137	M	KHV	EAS	KGP
HG02138	M	KHV	EAS	KGP
HG02139	F	KHV	EAS	KGP
HG02140	F	KHV	EAS	KGP
HG02141	M	KHV	EAS	KGP
HG02142	F	KHV	EAS	KGP
HG02143	M	ACB	AFR	KGP
HG02144	F	ACB	AFR	KGP
HG02145	M	ACB	AFR	KGP
HG02146	M	PEL	AMR	KGP
HG02147	F	PEL	AMR	KGP
HG02148	F	PEL	AMR	KGP
HG02150	M	PEL	AMR	KGP
HG02151	F	CDX	EAS	KGP
HG02152	F	CDX	EAS	KGP
HG02153	F	CDX	EAS	KGP
HG02154	F	CDX	EAS	KGP
HG02155	F	CDX	EAS	KGP
HG02156	F	CDX	EAS	KGP
HG02164	F	CDX	EAS	KGP
HG02165	F	CDX	EAS	KGP
HG02166	F	CDX	EAS	KGP
HG02178	F	CDX	EAS	KGP
HG02179	F	CDX	EAS	KGP
HG02180	F	CDX	EAS	KGP
HG02181	F	CDX	EAS	KGP
HG02182	F	CDX	EAS	KGP
HG02184	F	CDX	EAS	KGP
HG02185	F	CDX	EAS	KGP
HG02186	F	CDX	EAS	KGP
HG02187	F	CDX	EAS	KGP
HG02188	F	CDX	EAS	KGP
HG02190	F	CDX	EAS	KGP
HG02215	F	GBR	EUR	KGP
HG02219	M	IBS	EUR	KGP
HG02220	F	IBS	EUR	KGP
HG02221	M	IBS	EUR	KGP
HG02222	F	IBS	EUR	KGP
HG02223	F	IBS	EUR	KGP
HG02224	M	IBS	EUR	KGP
HG02225	F	IBS	EUR	KGP
HG02229	F	IBS	EUR	KGP
HG02230	F	IBS	EUR	KGP
HG02231	M	IBS	EUR	KGP
HG02232	F	IBS	EUR	KGP
HG02233	M	IBS	EUR	KGP
HG02234	M	IBS	EUR	KGP
HG02235	F	IBS	EUR	KGP
HG02236	M	IBS	EUR	KGP
HG02237	F	IBS	EUR	KGP
HG02238	M	IBS	EUR	KGP
HG02239	F	IBS	EUR	KGP
HG02240	F	IBS	EUR	KGP
HG02250	M	CDX	EAS	KGP
HG02252	F	PEL	AMR	KGP
HG02253	M	PEL	AMR	KGP
HG02255	M	ACB	AFR	KGP
HG02256	F	ACB	AFR	KGP
HG02257	F	ACB	AFR	KGP
HG02258	M	ACB	AFR	KGP
HG02259	M	PEL	AMR	KGP
HG02260	F	PEL	AMR	KGP
HG02261	M	PEL	AMR	KGP
HG02262	M	PEL	AMR	KGP
HG02265	M	PEL	AMR	KGP
HG02266	F	PEL	AMR	KGP
HG02271	M	PEL	AMR	KGP
HG02272	F	PEL	AMR	KGP
HG02273	F	PEL	AMR	KGP
HG02274	M	PEL	AMR	KGP
HG02275	F	PEL	AMR	KGP
HG02277	M	PEL	AMR	KGP
HG02278	F	PEL	AMR	KGP
HG02279	M	PEL	AMR	KGP
HG02280	F	ACB	AFR	KGP
HG02281	M	ACB	AFR	KGP
HG02282	F	ACB	AFR	KGP
HG02283	M	ACB	AFR	KGP
HG02284	M	ACB	AFR	KGP
HG02285	M	PEL	AMR	KGP
HG02286	F	PEL	AMR	KGP
HG02287	F	PEL	AMR	KGP
HG02291	M	PEL	AMR	KGP
HG02292	F	PEL	AMR	KGP
HG02293	F	PEL	AMR	KGP
HG02298	F	PEL	AMR	KGP
HG02299	M	PEL	AMR	KGP
HG02300	M	PEL	AMR	KGP
HG02301	F	PEL	AMR	KGP
HG02302	M	PEL	AMR	KGP
HG02303	F	PEL	AMR	KGP
HG02304	M	PEL	AMR	KGP
HG02307	M	ACB	AFR	KGP
HG02308	F	ACB	AFR	KGP
HG02309	F	ACB	AFR	KGP
HG02312	F	PEL	AMR	KGP
HG02314	M	ACB	AFR	KGP
HG02315	F	ACB	AFR	KGP
HG02316	M	ACB	AFR	KGP
HG02317	M	ACB	AFR	KGP
HG02318	F	ACB	AFR	KGP
HG02321	F	ACB	AFR	KGP
HG02322	F	ACB	AFR	KGP
HG02323	M	ACB	AFR	KGP
HG02325	F	ACB	AFR	KGP
HG02330	M	ACB	AFR	KGP
HG02332	M	ACB	AFR	KGP
HG02334	M	ACB	AFR	KGP
HG02337	F	ACB	AFR	KGP
HG02339	F	ACB	AFR	KGP
HG02343	M	ACB	AFR	KGP
HG02345	F	PEL	AMR	KGP
HG02348	F	PEL	AMR	KGP
HG02351	M	CDX	EAS	KGP
HG02353	M	CDX	EAS	KGP
HG02355	M	CDX	EAS	KGP
HG02356	M	CDX	EAS	KGP
HG02360	M	CDX	EAS	KGP
HG02364	M	CDX	EAS	KGP
HG02367	M	CDX	EAS	KGP
HG02371	M	CDX	EAS	KGP
HG02373	M	CDX	EAS	KGP
HG02374	M	CDX	EAS	KGP
HG02375	M	CDX	EAS	KGP
HG02379	M	CDX	EAS	KGP
HG02380	M	CDX	EAS	KGP
HG02382	M	CDX	EAS	KGP
HG02383	M	CDX	EAS	KGP
HG02384	M	CDX	EAS	KGP
HG02385	M	CDX	EAS	KGP
HG02386	M	CDX	EAS	KGP
HG02389	M	CDX	EAS	KGP
HG02390	M	CDX	EAS	KGP
HG02391	M	CDX	EAS	KGP
HG02392	M	CDX	EAS	KGP
HG02394	M	CDX	EAS	KGP
HG02395	M	CDX	EAS	KGP
HG02396	M	CDX	EAS	KGP
HG02397	M	CDX	EAS	KGP
HG02398	M	CDX	EAS	KGP
HG02399	M	CDX	EAS	KGP
HG02401	M	CDX	EAS	KGP
HG02402	M	CDX	EAS	KGP
HG02406	M	CDX	EAS	KGP
HG02407	M	CDX	EAS	KGP
HG02408	M	CDX	EAS	KGP
HG02409	M	CDX	EAS	KGP
HG02410	M	CDX	EAS	KGP
HG02419	F	ACB	AFR	KGP
HG02420	M	ACB	AFR	KGP
HG02425	F	PEL	AMR	KGP
HG02427	F	ACB	AFR	KGP
HG02429	M	ACB	AFR	KGP
HG02433	M	ACB	AFR	KGP
HG02439	M	ACB	AFR	KGP
HG02442	M	ACB	AFR	KGP
HG02445	M	ACB	AFR	KGP
HG02449	M	ACB	AFR	KGP
HG02450	F	ACB	AFR	KGP
HG02451	F	ACB	AFR	KGP
HG02455	M	ACB	AFR	KGP
HG02461	M	GWD	AFR	KGP
HG02462	F	GWD	AFR	KGP
HG02463	M	GWD	AFR	KGP
HG02464	M	GWD	AFR	KGP
HG02465	F	GWD	AFR	KGP
HG02466	M	GWD	AFR	KGP
HG02470	M	ACB	AFR	KGP
HG02471	F	ACB	AFR	KGP
HG02476	F	ACB	AFR	KGP
HG02477	F	ACB	AFR	KGP
HG02479	F	ACB	AFR	KGP
HG02481	M	ACB	AFR	KGP
HG02484	M	ACB	AFR	KGP
HG02485	F	ACB	AFR	KGP
HG02489	M	ACB	AFR	KGP
HG02490	M	PJL	SAS	KGP
HG02491	F	PJL	SAS	KGP
HG02492	M	PJL	SAS	KGP
HG02493	M	PJL	SAS	KGP
HG02494	F	PJL	SAS	KGP
HG02495	F	PJL	SAS	KGP
HG02496	M	ACB	AFR	KGP
HG02497	F	ACB	AFR	KGP
HG02501	M	ACB	AFR	KGP
HG02502	F	ACB	AFR	KGP
HG02505	F	ACB	AFR	KGP
HG02508	F	ACB	AFR	KGP
HG02511	F	ACB	AFR	KGP
HG02512	M	KHV	EAS	KGP
HG02513	F	KHV	EAS	KGP
HG02514	M	KHV	EAS	KGP
HG02521	M	KHV	EAS	KGP
HG02522	F	KHV	EAS	KGP
HG02523	F	KHV	EAS	KGP
HG02524	M	KHV	EAS	KGP
HG02525	F	KHV	EAS	KGP
HG02526	F	KHV	EAS	KGP
HG02536	M	ACB	AFR	KGP
HG02537	F	ACB	AFR	KGP
HG02541	M	ACB	AFR	KGP
HG02545	M	ACB	AFR	KGP
HG02546	F	ACB	AFR	KGP
HG02549	F	ACB	AFR	KGP
HG02554	M	ACB	AFR	KGP
HG02555	F	ACB	AFR	KGP
HG02557	M	ACB	AFR	KGP
HG02558	F	ACB	AFR	KGP
HG02561	M	GWD	AFR	KGP
HG02562	F	GWD	AFR	KGP
HG02563	M	GWD	AFR	KGP
HG02568	F	GWD	AFR	KGP
HG02569	M	GWD	AFR	KGP
HG02570	M	GWD	AFR	KGP
HG02571	F	GWD	AFR	KGP
HG02572	M	GWD	AFR	KGP
HG02573	M	GWD	AFR	KGP
HG02574	F	GWD	AFR	KGP
HG02575	M	GWD	AFR	KGP
HG02577	F	ACB	AFR	KGP
HG02580	F	ACB	AFR	KGP
HG02582	M	GWD	AFR	KGP
HG02583	F	GWD	AFR	KGP
HG02584	M	GWD	AFR	KGP
HG02585	M	GWD	AFR	KGP
HG02586	F	GWD	AFR	KGP
HG02587	F	GWD	AFR	KGP
HG02588	M	GWD	AFR	KGP
HG02589	F	GWD	AFR	KGP
HG02590	M	GWD	AFR	KGP
HG02594	M	GWD	AFR	KGP
HG02595	F	GWD	AFR	KGP
HG02596	M	GWD	AFR	KGP
HG02597	M	PJL	SAS	KGP
HG02600	M	PJL	SAS	KGP
HG02601	F	PJL	SAS	KGP
HG02602	M	PJL	SAS	KGP
HG02603	M	PJL	SAS	KGP
HG02604	F	PJL	SAS	KGP
HG02605	F	PJL	SAS	KGP
HG02610	M	GWD	AFR	KGP
HG02611	F	GWD	AFR	KGP
HG02612	M	GWD	AFR	KGP
HG02613	M	GWD	AFR	KGP
HG02614	F	GWD	AFR	KGP
HG02615	F	GWD	AFR	KGP
HG02620	M	GWD	AFR	KGP
HG02621	F	GWD	AFR	KGP
HG02622	F	GWD	AFR	KGP
HG02623	M	GWD	AFR	KGP
HG02624	F	GWD	AFR	KGP
HG02625	M	GWD	AFR	KGP
HG02628	M	GWD	AFR	KGP
HG02629	F	GWD	AFR	KGP
HG02630	F	GWD	AFR	KGP
HG02634	M	GWD	AFR	KGP
HG02635	F	GWD	AFR	KGP
HG02636	M	GWD	AFR	KGP
HG02642	M	GWD	AFR	KGP
HG02643	F	GWD	AFR	KGP
HG02644	M	GWD	AFR	KGP
HG02645	M	GWD	AFR	KGP
HG02646	F	GWD	AFR	KGP
HG02647	M	GWD	AFR	KGP
HG02648	M	PJL	SAS	KGP
HG02649	F	PJL	SAS	KGP
HG02650	M	PJL	SAS	KGP
HG02651	M	PJL	SAS	KGP
HG02652	F	PJL	SAS	KGP
HG02653	F	PJL	SAS	KGP
HG02654	M	PJL	SAS	KGP
HG02655	F	PJL	SAS	KGP
HG02656	M	PJL	SAS	KGP
HG02657	M	PJL	SAS	KGP
HG02658	F	PJL	SAS	KGP
HG02659	F	PJL	SAS	KGP
HG02660	M	PJL	SAS	KGP
HG02661	F	PJL	SAS	KGP
HG02662	F	PJL	SAS	KGP
HG02666	M	GWD	AFR	KGP
HG02667	F	GWD	AFR	KGP
HG02668	M	GWD	AFR	KGP
HG02675	M	GWD	AFR	KGP
HG02676	F	GWD	AFR	KGP
HG02677	F	GWD	AFR	KGP
HG02678	M	GWD	AFR	KGP
HG02679	F	GWD	AFR	KGP
HG02680	F	GWD	AFR	KGP
HG02681	M	PJL	SAS	KGP
HG02682	F	PJL	SAS	KGP
HG02683	F	PJL	SAS	KGP
HG02684	M	PJL	SAS	KGP
HG02685	F	PJL	SAS	KGP
HG02686	M	PJL	SAS	KGP
HG02687	M	PJL	SAS	KGP
HG02688	F	PJL	SAS	KGP
HG02689	M	PJL	SAS	KGP
HG02690	M	PJL	SAS	KGP
HG02691	F	PJL	SAS	KGP
HG02692	F	PJL	SAS	KGP
HG02694	F	PJL	SAS	KGP
HG02696	M	PJL	SAS	KGP
HG02697	F	PJL	SAS	KGP
HG02698	M	PJL	SAS	KGP
HG02699	M	PJL	SAS	KGP
HG02700	F	PJL	SAS	KGP
HG02701	M	PJL	SAS	KGP
HG02702	M	GWD	AFR	KGP
HG02703	F	GWD	AFR	KGP
HG02704	F	GWD	AFR	KGP
HG02715	M	GWD	AFR	KGP
HG02716	F	GWD	AFR	KGP
HG02717	M	GWD	AFR	KGP
HG02721	M	GWD	AFR	KGP
HG02722	F	GWD	AFR	KGP
HG02723	F	GWD	AFR	KGP
HG02724	M	PJL	SAS	KGP
HG02725	F	PJL	SAS	KGP
HG02726	F	PJL	SAS	KGP
HG02727	M	PJL	SAS	KGP
HG02728	F	PJL	SAS	KGP
HG02729	M	PJL	SAS	KGP
HG02731	F	PJL	SAS	KGP
HG02733	M	PJL	SAS	KGP
HG02734	F	PJL	SAS	KGP
HG02735	M	PJL	SAS	KGP
HG02736	M	PJL	SAS	KGP
HG02737	F	PJL	SAS	KGP
HG02738	M	PJL	SAS	KGP
HG02756	M	GWD	AFR	KGP
HG02757	F	GWD	AFR	KGP
HG02759	M	GWD	AFR	KGP
HG02760	F	GWD	AFR	KGP
HG02761	F	GWD	AFR	KGP
HG02762	M	GWD	AFR	KGP
HG02763	F	GWD	AFR	KGP
HG02764	M	GWD	AFR	KGP
HG02768	M	GWD	AFR	KGP
HG02769	F	GWD	AFR	KGP
HG02770	F	GWD	AFR	KGP
HG02771	M	GWD	AFR	KGP
HG02772	F	GWD	AFR	KGP
HG02773	M	GWD	AFR	KGP
HG02774	M	PJL	SAS	KGP
HG02775	F	PJL	SAS	KGP
HG02776	F	PJL	SAS	KGP
HG02778	F	PJL	SAS	KGP
HG02780	M	PJL	SAS	KGP
HG02783	M	PJL	SAS	KGP
HG02784	F	PJL	SAS	KGP
HG02785	F	PJL	SAS	KGP
HG02786	M	PJL	SAS	KGP
HG02787	F	PJL	SAS	KGP
HG02788	F	PJL	SAS	KGP
HG02789	M	PJL	SAS	KGP
HG02790	F	PJL	SAS	KGP
HG02791	M	PJL	SAS	KGP
HG02792	M	PJL	SAS	KGP
HG02793	F	PJL	SAS	KGP
HG02794	M	PJL	SAS	KGP
HG02798	M	GWD	AFR	KGP
HG02799	F	GWD	AFR	KGP
HG02800	M	GWD	AFR	KGP
HG02804	M	GWD	AFR	KGP
HG02805	F	GWD	AFR	KGP
HG02806	F	GWD	AFR	KGP
HG02807	M	GWD	AFR	KGP
HG02808	F	GWD	AFR	KGP
HG02809	F	GWD	AFR	KGP
HG02810	M	GWD	AFR	KGP
HG02811	F	GWD	AFR	KGP
HG02812	M	GWD	AFR	KGP
HG02813	M	GWD	AFR	KGP
HG02814	F	GWD	AFR	KGP
HG02815	M	GWD	AFR	KGP
HG02816	M	GWD	AFR	KGP
HG02817	F	GWD	AFR	KGP
HG02818	F	GWD	AFR	KGP
HG02819	M	GWD	AFR	KGP
HG02820	F	GWD	AFR	KGP
HG02821	M	GWD	AFR	KGP
HG02836	M	GWD	AFR	KGP
HG02837	F	GWD	AFR	KGP
HG02838	M	GWD	AFR	KGP
HG02839	M	GWD	AFR	KGP
HG02840	F	GWD	AFR	KGP
HG02841	F	GWD	AFR	KGP
HG02851	M	GWD	AFR	KGP
HG02852	F	GWD	AFR	KGP
HG02853	M	GWD	AFR	KGP
HG02854	M	GWD	AFR	KGP
HG02855	F	GWD	AFR	KGP
HG02856	M	GWD	AFR	KGP
HG02860	M	GWD	AFR	KGP
HG02861	F	GWD	AFR	KGP
HG02862	F	GWD	AFR	KGP
HG02869	M	GWD	AFR	KGP
HG02870	F	GWD	AFR	KGP
HG02871	F	GWD	AFR	KGP
HG02878	M	GWD	AFR	KGP
HG02879	F	GWD	AFR	KGP
HG02880	F	GWD	AFR	KGP
HG02881	M	GWD	AFR	KGP
HG02882	F	GWD	AFR	KGP
HG02883	M	GWD	AFR	KGP
HG02884	M	GWD	AFR	KGP
HG02885	F	GWD	AFR	KGP
HG02886	F	GWD	AFR	KGP
HG02887	M	GWD	AFR	KGP
HG02888	F	GWD	AFR	KGP
HG02889	F	GWD	AFR	KGP
HG02890	M	GWD	AFR	KGP
HG02891	F	GWD	AFR	KGP
HG02892	M	GWD	AFR	KGP
HG02895	M	GWD	AFR	KGP
HG02896	F	GWD	AFR	KGP
HG02897	F	GWD	AFR	KGP
HG02922	F	ESN	AFR	KGP
HG02923	M	ESN	AFR	KGP
HG02924	M	ESN	AFR	KGP
HG02938	M	ESN	AFR	KGP
HG02941	M	ESN	AFR	KGP
HG02943	F	ESN	AFR	KGP
HG02944	M	ESN	AFR	KGP
HG02945	F	ESN	AFR	KGP
HG02946	F	ESN	AFR	KGP
HG02947	M	ESN	AFR	KGP
HG02948	M	ESN	AFR	KGP
HG02952	F	ESN	AFR	KGP
HG02953	M	ESN	AFR	KGP
HG02954	M	ESN	AFR	KGP
HG02964	F	ESN	AFR	KGP
